transaction_id,customer_id,merchant_id,timestamp,amount,currency,payment_method,transaction_type,merchant_category,device_type,operating_system,browser,IP_country,geo_latitude,geo_longitude,distance_from_home,login_duration,transaction_hour,day_of_week,weekend,international,failed_login_attempts,previous_transactions_24h,average_spending_30d,spending_change,merchant_risk,customer_risk,fraud_probability,is_fraud
T00000114,C000053,M00183,2026-02-23 23:30:00,90937.68,INR,Credit Card,Transfer,Retail,Desktop,iOS,Firefox,Canada,-38.777913,29.661278,305.86,309,23,Monday,No,No,2,14,34357.56,67.79,0.25,Medium,0.28,0
T00000115,C000463,M00104,2025-07-21 18:44:00,58157.22,INR,Debit Card,Transfer,Travel,Mobile,macOS,Safari,UK,27.754587,-72.821442,225.96,368,18,Monday,No,Yes,5,12,2034.13,104.08,0.26,Medium,0.39,0
T00000116,C000944,M00157,2026-02-27 03:40:00,51577.31,INR,Credit Card,Refund,Entertainment,POS,macOS,Safari,Canada,63.912967,-17.841793,378.16,513,3,Friday,No,No,3,21,49318.0,47.0,0.38,High,0.21,0
T00000117,C000314,M00174,2025-08-14 07:40:00,3903.93,INR,Debit Card,Purchase,Travel,POS,Android,Firefox,Germany,82.314279,-146.189004,460.6,202,7,Thursday,No,No,5,0,32274.97,-79.4,0.51,Low,0.09,0
T00000118,C000203,M00184,2025-10-10 11:07:00,71162.82,INR,UPI,Refund,Retail,Mobile,iOS,Firefox,Canada,15.816348,-57.575679,476.97,346,11,Friday,No,Yes,5,5,11598.31,95.95,0.96,High,0.06,0
T00000119,C000244,M00081,2025-10-13 20:58:00,69438.63,INR,UPI,Purchase,Electronics,POS,macOS,Edge,UK,16.962395,-160.693164,69.83,136,20,Monday,No,Yes,2,15,24621.29,-12.84,0.79,Medium,0.06,0
T00000120,C000322,M00095,2025-01-25 07:21:00,34474.2,INR,Wallet,Purchase,Grocery,Mobile,Android,Firefox,India,-5.352569,-153.488555,209.05,321,7,Saturday,Yes,No,2,18,14067.69,28.12,0.39,Low,0.28,0
T00000121,C000679,M00153,2025-03-20 11:28:00,9333.45,INR,Debit Card,Refund,Healthcare,POS,Android,Firefox,UK,-84.66053,84.57945,51.68,162,11,Thursday,No,Yes,1,29,48932.01,69.29,0.66,High,0.1,0
T00000122,C000430,M00143,2025-01-20 05:37:00,69500.52,INR,Debit Card,Transfer,Retail,Desktop,Windows,Safari,UK,56.030133,-57.560628,166.48,134,5,Monday,No,No,1,22,16975.1,-78.48,0.5,High,0.12,0
T00000123,C000813,M00056,2026-03-18 01:38:00,23216.36,INR,Debit Card,Refund,Travel,Mobile,Android,Safari,Germany,-83.634183,7.037492,347.14,255,1,Wednesday,No,No,4,12,36183.2,146.1,0.84,Medium,0.12,0
T00000124,C000189,M00039,2026-02-14 19:44:00,6216.27,INR,Wallet,Refund,Electronics,POS,Android,Firefox,India,-7.57592,37.97718,215.83,478,19,Saturday,Yes,Yes,5,2,47831.19,75.99,0.17,Low,0.98,1
T00000125,C000317,M00157,2025-05-31 21:11:00,3326.13,INR,Wallet,Transfer,Travel,Mobile,Android,Firefox,USA,41.060852,18.443887,96.82,248,21,Saturday,Yes,Yes,4,23,31942.06,112.99,0.74,Low,0.08,0
T00000126,C000625,M00038,2026-02-25 21:07:00,11256.37,INR,UPI,Purchase,Retail,Desktop,Android,Edge,USA,75.535969,-164.835458,27.83,577,21,Wednesday,No,Yes,1,16,12042.09,26.56,0.75,Low,0.31,0
T00000127,C000636,M00144,2025-11-27 14:44:00,32421.81,INR,Wallet,Purchase,Food,Mobile,Android,Firefox,USA,-62.869339,69.469036,259.28,31,14,Thursday,No,Yes,1,13,48813.99,47.28,0.9,Medium,0.13,0
T00000128,C000594,M00083,2025-10-30 21:22:00,13744.05,INR,UPI,Refund,Travel,Mobile,macOS,Chrome,Germany,69.500975,162.290828,219.98,268,21,Thursday,No,No,1,11,23321.08,24.2,0.47,Medium,0.15,0
T00000129,C000268,M00004,2025-12-08 17:08:00,44157.47,INR,UPI,Refund,Electronics,Desktop,macOS,Firefox,India,88.921338,-148.892182,452.44,531,17,Monday,No,No,1,17,15662.59,11.74,0.06,High,0.36,0
T00000130,C000916,M00103,2025-04-10 06:33:00,68704.87,INR,Credit Card,Transfer,Healthcare,Desktop,Windows,Chrome,Germany,-85.167758,-57.023956,432.84,81,6,Thursday,No,No,0,10,19666.03,84.96,0.54,Low,0.4,0
T00000131,C000657,M00103,2025-05-27 13:21:00,37806.11,INR,Wallet,Transfer,Entertainment,Desktop,Android,Edge,Germany,14.873995,-111.273061,61.61,183,13,Tuesday,No,No,1,17,34393.26,-25.21,0.37,High,0.34,0
T00000132,C000019,M00022,2025-07-16 15:35:00,57684.32,INR,Credit Card,Transfer,Food,POS,Windows,Chrome,Canada,-10.801426,155.146321,59.25,6,15,Wednesday,No,No,3,27,44971.4,4.41,0.04,Medium,0.16,0
T00000133,C000483,M00074,2026-04-18 11:43:00,5830.93,INR,Debit Card,Purchase,Travel,POS,Windows,Firefox,Canada,-21.724722,71.779653,324.06,305,11,Saturday,Yes,No,0,21,3158.57,144.12,0.09,High,0.38,0
T00000134,C000835,M00028,2025-01-01 08:48:00,49641.25,INR,UPI,Purchase,Healthcare,Mobile,Android,Safari,India,-63.252492,59.444557,282.67,172,8,Wednesday,No,Yes,5,21,31079.79,-72.46,0.01,High,0.19,0
T00000135,C000374,M00160,2025-05-06 08:30:00,79057.68,INR,Wallet,Refund,Healthcare,Desktop,Windows,Edge,Canada,-13.993029,34.201091,374.24,467,8,Tuesday,No,No,2,26,38124.16,-0.29,0.38,High,0.35,0
T00000136,C000665,M00043,2026-03-25 05:10:00,5625.07,INR,Credit Card,Refund,Electronics,Mobile,Windows,Edge,Germany,-37.490269,158.816798,393.45,380,5,Wednesday,No,Yes,1,7,23200.0,99.62,0.61,Low,0.1,0
T00000137,C000405,M00190,2025-11-20 09:53:00,57347.14,INR,Wallet,Refund,Food,Mobile,macOS,Chrome,Canada,-32.358486,-1.294378,44.2,473,9,Thursday,No,No,4,21,2798.11,3.53,0.3,High,0.32,0
T00000138,C000280,M00151,2025-10-12 16:57:00,61231.32,INR,Credit Card,Purchase,Entertainment,Desktop,macOS,Edge,UK,42.204853,62.582562,222.1,276,16,Sunday,Yes,No,0,18,31051.53,48.3,0.21,Medium,0.03,0
T00000139,C000998,M00113,2025-09-30 06:07:00,73666.38,INR,Credit Card,Purchase,Retail,Mobile,Android,Safari,India,83.188775,-89.897289,338.71,528,6,Tuesday,No,No,4,7,41016.07,-62.43,0.36,High,0.13,0
T00000140,C000054,M00169,2025-10-28 01:05:00,45401.44,INR,Debit Card,Transfer,Electronics,POS,Android,Chrome,USA,-63.396592,129.033384,132.35,359,1,Tuesday,No,No,5,29,7145.66,-2.96,0.33,High,0.27,0
T00000141,C000906,M00124,2025-04-30 09:30:00,92139.64,INR,Credit Card,Transfer,Food,Mobile,Android,Safari,Germany,84.913705,-88.061475,364.42,291,9,Wednesday,No,No,2,12,743.53,-39.86,0.25,Medium,0.21,0
T00000142,C000259,M00175,2025-03-17 12:10:00,47449.23,INR,Debit Card,Purchase,Electronics,Desktop,Android,Firefox,USA,-0.173431,12.720725,404.34,357,12,Monday,No,Yes,4,26,44904.26,17.48,0.86,Medium,0.22,0
T00000143,C000634,M00117,2026-03-28 05:34:00,58972.13,INR,Wallet,Refund,Electronics,Desktop,Windows,Safari,Canada,-43.563162,-17.30913,147.46,75,5,Saturday,Yes,Yes,2,0,6219.56,60.39,1.0,High,0.21,0
T00000144,C000426,M00001,2026-02-28 05:59:00,69128.67,INR,Wallet,Purchase,Healthcare,Desktop,Windows,Chrome,Canada,-52.416926,-44.324317,124.6,32,5,Saturday,Yes,Yes,1,26,14300.6,144.81,0.29,Medium,0.39,0
T00000145,C000808,M00172,2025-12-15 10:41:00,34953.77,INR,Credit Card,Purchase,Electronics,Desktop,macOS,Edge,USA,36.221503,-93.602741,448.13,481,10,Monday,No,Yes,5,13,17096.75,-21.97,0.03,Medium,0.17,0
T00000146,C000724,M00034,2025-06-18 23:38:00,44956.57,INR,UPI,Purchase,Grocery,Mobile,iOS,Firefox,USA,55.516729,148.892562,357.74,508,23,Wednesday,No,Yes,4,13,31969.12,-42.75,0.3,Medium,0.01,0
T00000147,C000826,M00027,2025-11-01 15:32:00,13014.55,INR,Credit Card,Purchase,Food,POS,Android,Firefox,Canada,62.538469,20.736238,244.14,53,15,Saturday,Yes,No,3,2,16288.02,122.86,0.35,High,0.03,0
T00000148,C000363,M00111,2025-08-30 06:23:00,32617.09,INR,UPI,Purchase,Food,Mobile,iOS,Edge,UK,-64.888231,157.730987,457.44,540,6,Saturday,Yes,No,3,18,2554.43,132.82,0.83,High,0.15,0
T00000149,C000621,M00135,2025-07-18 10:26:00,76120.37,INR,Debit Card,Transfer,Food,Mobile,Windows,Firefox,India,-30.899058,-163.995835,39.62,230,10,Friday,No,Yes,4,17,27996.65,128.07,0.09,High,0.37,0
T00000150,C000018,M00054,2025-05-03 00:47:00,86747.4,INR,Wallet,Transfer,Travel,Desktop,iOS,Firefox,Germany,8.125211,-130.973751,472.37,351,0,Saturday,Yes,Yes,3,4,26694.62,89.92,0.98,High,0.06,0
T00000151,C000935,M00124,2025-06-27 02:14:00,44889.09,INR,Debit Card,Refund,Travel,Mobile,Android,Firefox,USA,29.850855,-98.079844,110.93,360,2,Friday,No,No,3,7,17435.09,17.82,0.19,High,0.2,0
T00000152,C000464,M00128,2025-04-04 23:34:00,64435.22,INR,Credit Card,Purchase,Electronics,Desktop,iOS,Safari,Canada,-25.838484,30.244051,109.16,133,23,Friday,No,No,1,23,31983.4,109.73,0.17,Medium,0.34,0
T00000153,C000727,M00042,2025-11-23 08:12:00,78868.05,INR,Credit Card,Transfer,Grocery,Desktop,Windows,Safari,UK,73.483525,7.634722,363.22,233,8,Sunday,Yes,No,3,20,2414.54,-56.02,0.42,High,0.01,0
T00000154,C000808,M00150,2026-01-27 08:23:00,42138.37,INR,UPI,Refund,Entertainment,POS,macOS,Edge,Canada,-19.624649,103.23749,436.88,394,8,Tuesday,No,Yes,2,30,48284.74,38.43,0.93,Medium,0.03,0
T00000155,C000192,M00183,2025-11-11 00:21:00,17839.8,INR,Credit Card,Transfer,Grocery,Desktop,Windows,Safari,Canada,-6.255909,68.209842,14.5,438,0,Tuesday,No,Yes,1,21,30940.53,136.2,0.58,High,0.09,0
T00000156,C000033,M00125,2025-07-23 04:42:00,41263.92,INR,UPI,Purchase,Retail,Mobile,iOS,Chrome,USA,64.701834,-91.821943,255.83,125,4,Wednesday,No,Yes,5,30,25475.45,-59.04,0.76,Low,0.17,0
T00000157,C000563,M00160,2026-02-01 08:21:00,5343.57,INR,Credit Card,Purchase,Food,POS,Android,Chrome,UK,57.349707,-105.585822,140.1,207,8,Sunday,Yes,No,3,14,1548.2,66.25,0.45,Low,0.14,0
T00000158,C000327,M00098,2026-01-08 11:00:00,36587.77,INR,Wallet,Transfer,Food,Desktop,macOS,Safari,UK,82.928586,-57.374423,171.63,588,11,Thursday,No,No,2,0,44606.1,-5.43,0.65,High,0.03,0
T00000159,C000647,M00022,2026-04-04 03:57:00,44316.61,INR,UPI,Transfer,Electronics,Desktop,Android,Edge,Canada,-27.904671,-122.236677,156.47,380,3,Saturday,Yes,Yes,0,30,22929.98,73.81,0.53,High,0.23,0
T00000160,C000666,M00081,2025-04-30 10:33:00,9637.11,INR,Credit Card,Transfer,Healthcare,POS,iOS,Chrome,UK,59.801533,-45.266087,147.7,307,10,Wednesday,No,No,1,1,40289.64,-70.72,0.81,Low,0.03,0
T00000161,C000903,M00068,2025-12-11 20:29:00,46328.31,INR,Credit Card,Transfer,Healthcare,POS,iOS,Safari,India,-56.060487,82.361453,341.6,252,20,Thursday,No,Yes,5,29,5032.32,-41.24,0.99,Medium,0.31,0
T00000162,C000206,M00198,2025-01-07 23:53:00,43656.44,INR,UPI,Transfer,Entertainment,Mobile,Windows,Chrome,USA,53.499046,-148.123046,275.84,44,23,Tuesday,No,No,5,26,33171.71,1.32,0.57,High,0.07,0
T00000163,C000948,M00123,2026-02-18 17:43:00,60782.14,INR,UPI,Purchase,Grocery,POS,iOS,Edge,UK,-35.552386,-177.062013,276.84,94,17,Wednesday,No,Yes,1,25,15478.93,141.54,0.98,Medium,0.01,0
T00000164,C000207,M00055,2026-01-01 19:01:00,60086.65,INR,Wallet,Transfer,Grocery,Desktop,macOS,Firefox,India,-56.584892,-93.882014,409.69,123,19,Thursday,No,Yes,1,0,38776.97,62.43,0.88,High,0.19,0
T00000165,C000041,M00024,2025-05-29 09:56:00,29007.02,INR,UPI,Transfer,Retail,Mobile,Android,Chrome,Canada,-21.627694,-31.619311,404.78,166,9,Thursday,No,Yes,0,26,28827.82,75.5,0.87,Low,0.4,0
T00000166,C000197,M00083,2026-01-09 15:43:00,39261.58,INR,Debit Card,Purchase,Travel,Mobile,iOS,Firefox,Germany,-1.969901,177.012436,486.9,75,15,Friday,No,No,0,0,42983.75,-29.94,0.55,High,0.27,0
T00000167,C000813,M00196,2025-03-09 04:02:00,47918.57,INR,Credit Card,Refund,Entertainment,Mobile,Android,Edge,USA,50.70988,-171.746548,443.68,259,4,Sunday,Yes,No,2,18,18710.05,-73.6,0.49,Medium,0.36,0
T00000168,C000060,M00184,2026-01-14 02:21:00,49598.19,INR,UPI,Transfer,Grocery,Desktop,macOS,Edge,USA,-76.456513,-44.163245,373.19,125,2,Wednesday,No,No,0,26,10194.39,34.42,0.64,High,0.16,0
T00000169,C000688,M00191,2025-02-25 22:41:00,97660.54,INR,Credit Card,Refund,Entertainment,POS,macOS,Chrome,USA,46.744588,26.399201,189.56,215,22,Tuesday,No,Yes,3,12,43547.49,-74.78,0.35,High,0.39,0
T00000170,C000858,M00102,2025-07-24 13:42:00,39727.34,INR,Debit Card,Transfer,Grocery,Mobile,iOS,Firefox,India,-84.729928,-141.085818,340.59,540,13,Thursday,No,Yes,0,18,25026.13,130.01,0.27,Low,0.24,0
T00000171,C000222,M00077,2026-02-12 08:48:00,21557.1,INR,Credit Card,Refund,Electronics,POS,macOS,Safari,UK,68.703294,15.016086,263.07,202,8,Thursday,No,Yes,1,14,17085.16,88.41,0.84,Medium,0.1,0
T00000172,C000333,M00139,2025-05-16 19:23:00,83848.35,INR,Debit Card,Transfer,Electronics,POS,Windows,Safari,UK,-33.054305,133.296039,105.79,122,19,Friday,No,No,0,30,11131.18,-8.51,0.86,Low,0.34,0
T00000173,C000212,M00141,2025-11-08 22:13:00,71046.36,INR,Debit Card,Refund,Food,POS,iOS,Edge,USA,5.740035,-168.285038,347.43,426,22,Saturday,Yes,No,3,11,26184.65,15.06,0.9,Medium,0.22,0
T00000174,C000729,M00069,2026-01-12 15:47:00,9835.51,INR,Debit Card,Refund,Entertainment,Mobile,iOS,Chrome,Germany,-48.962709,-15.347363,172.6,177,15,Monday,No,No,3,12,2347.16,-20.17,0.51,Low,0.19,0
T00000175,C000276,M00065,2026-01-09 11:04:00,79927.32,INR,UPI,Refund,Grocery,POS,Android,Safari,USA,36.548558,140.987688,36.35,556,11,Friday,No,No,0,3,15692.33,131.01,0.86,Medium,0.3,0
T00000176,C000410,M00192,2025-02-25 10:26:00,74836.75,INR,UPI,Refund,Electronics,POS,Windows,Firefox,UK,73.758042,-116.83802,199.12,257,10,Tuesday,No,No,4,24,13146.65,115.34,0.78,Low,0.24,0
T00000177,C000827,M00007,2025-12-30 23:11:00,19848.48,INR,UPI,Transfer,Healthcare,Desktop,Windows,Safari,Canada,-26.248983,-32.302286,212.0,14,23,Tuesday,No,Yes,0,27,4768.53,58.22,0.41,Low,0.4,0
T00000178,C000226,M00134,2025-04-21 19:40:00,37646.96,INR,Wallet,Refund,Healthcare,Mobile,Android,Firefox,USA,-19.695804,10.935707,267.54,61,19,Monday,No,No,5,20,22823.58,145.36,0.59,Medium,0.06,0
T00000179,C000088,M00105,2025-01-22 09:23:00,68299.99,INR,UPI,Purchase,Food,Mobile,Android,Edge,Germany,54.635074,104.659453,428.07,24,9,Wednesday,No,Yes,2,26,26620.66,-22.07,0.27,High,0.24,0
T00000180,C000708,M00108,2025-12-12 01:19:00,17280.33,INR,Wallet,Transfer,Electronics,POS,Windows,Chrome,UK,56.034188,33.810403,177.7,296,1,Friday,No,No,3,18,16800.5,-48.22,0.08,High,0.01,0
T00000181,C000363,M00112,2025-12-13 14:20:00,13051.76,INR,UPI,Purchase,Food,Mobile,Android,Chrome,Germany,84.031842,87.294933,498.02,73,14,Saturday,Yes,No,1,8,15648.63,53.39,0.78,High,0.28,0
T00000182,C000691,M00031,2025-08-21 05:36:00,81613.31,INR,Debit Card,Transfer,Grocery,Mobile,macOS,Safari,Canada,19.087096,78.635483,343.43,52,5,Thursday,No,Yes,0,14,1131.58,47.92,0.95,Low,0.09,0
T00000183,C000460,M00104,2026-03-30 15:03:00,95204.36,INR,Debit Card,Purchase,Entertainment,Desktop,Windows,Safari,India,35.793158,127.14744,86.87,256,15,Monday,No,No,5,11,38806.49,101.05,0.89,High,0.26,0
T00000184,C000691,M00137,2025-05-28 02:05:00,80969.69,INR,UPI,Refund,Healthcare,Desktop,Android,Edge,India,75.294716,-30.759839,162.86,285,2,Wednesday,No,No,5,15,5244.89,-60.96,0.52,Low,0.19,0
T00000185,C000984,M00120,2025-02-17 03:34:00,95978.99,INR,UPI,Purchase,Healthcare,Mobile,macOS,Chrome,India,87.99219,-137.066304,150.35,415,3,Monday,No,No,2,12,35771.92,-61.2,0.1,High,0.35,0
T00000186,C000469,M00093,2026-01-03 14:40:00,80026.44,INR,Debit Card,Transfer,Entertainment,Desktop,macOS,Edge,Canada,75.104322,128.872321,382.7,194,14,Saturday,Yes,Yes,3,23,33620.72,143.21,0.56,High,0.3,0
T00000187,C000574,M00144,2025-12-27 20:50:00,88736.74,INR,Debit Card,Refund,Grocery,Mobile,Windows,Chrome,USA,-74.421689,53.928507,385.45,36,20,Saturday,Yes,Yes,1,12,24412.01,143.47,0.06,Medium,0.02,0
T00000188,C000152,M00139,2026-04-30 20:28:00,43043.47,INR,Debit Card,Transfer,Grocery,POS,Windows,Firefox,India,-16.223905,-35.096027,412.64,547,20,Thursday,No,Yes,0,24,36005.32,110.69,0.19,High,0.29,0
T00000189,C000608,M00006,2025-12-10 23:33:00,44707.33,INR,Debit Card,Refund,Food,Mobile,macOS,Firefox,Canada,-49.536679,-166.829596,400.27,40,23,Wednesday,No,Yes,2,16,13930.34,-44.45,0.7,Medium,0.9,1
T00000190,C000886,M00105,2025-12-25 01:13:00,93387.63,INR,Debit Card,Transfer,Travel,Desktop,Android,Firefox,UK,31.175573,-83.152278,170.16,329,1,Thursday,No,No,1,13,23809.11,2.9,0.28,High,0.22,0
T00000191,C000601,M00070,2026-01-07 05:56:00,49846.2,INR,UPI,Purchase,Entertainment,Mobile,iOS,Safari,UK,47.648554,91.726576,30.51,452,5,Wednesday,No,Yes,3,19,49588.92,-28.07,0.22,High,0.04,0
T00000192,C000354,M00044,2025-10-11 05:13:00,95303.5,INR,UPI,Refund,Grocery,Mobile,Android,Chrome,Germany,45.627435,115.206309,387.78,45,5,Saturday,Yes,No,1,10,4783.8,38.44,0.15,Low,0.36,0
T00000193,C000377,M00032,2025-07-17 21:24:00,12523.19,INR,Debit Card,Refund,Entertainment,POS,Android,Chrome,UK,61.301224,136.70672,199.72,422,21,Thursday,No,Yes,1,4,24882.06,-26.97,0.99,Low,0.3,0
T00000194,C000410,M00041,2025-04-19 19:48:00,77335.32,INR,Debit Card,Refund,Grocery,Mobile,macOS,Edge,USA,-29.336653,28.702826,51.0,243,19,Saturday,Yes,Yes,5,15,41315.33,88.67,0.71,Low,0.14,0
T00000195,C000146,M00168,2025-01-06 00:41:00,20769.55,INR,Credit Card,Purchase,Healthcare,Desktop,Android,Safari,USA,-55.60427,139.280113,98.33,131,0,Monday,No,Yes,4,8,18673.15,65.96,0.97,Low,0.23,0
T00000196,C000641,M00004,2025-09-20 04:17:00,26945.53,INR,Debit Card,Refund,Retail,POS,Windows,Chrome,Germany,80.90596,25.692061,192.82,21,4,Saturday,Yes,No,2,11,42285.45,2.0,0.3,High,0.36,0
T00000197,C000714,M00139,2025-04-15 21:58:00,79157.12,INR,Wallet,Transfer,Healthcare,Mobile,macOS,Safari,India,-31.82241,76.783847,314.62,466,21,Tuesday,No,Yes,5,30,30325.47,40.15,0.36,Low,0.2,0
T00000198,C000570,M00055,2025-07-11 13:33:00,63569.57,INR,Credit Card,Purchase,Food,Desktop,macOS,Edge,USA,-75.545521,-45.973999,119.01,101,13,Friday,No,No,4,26,33872.54,141.71,0.8,Low,0.05,0
T00000199,C000447,M00112,2025-01-22 17:43:00,87696.32,INR,Wallet,Transfer,Healthcare,Mobile,macOS,Firefox,USA,88.284059,-2.083574,235.52,309,17,Wednesday,No,No,1,4,28195.94,2.43,0.62,High,0.0,0
T00000200,C000318,M00038,2025-01-01 16:56:00,85653.06,INR,Wallet,Purchase,Grocery,Mobile,Windows,Safari,Canada,46.687047,-92.875159,338.5,307,16,Wednesday,No,Yes,4,21,49296.49,-27.59,0.6,High,0.13,0
T00000201,C000206,M00143,2025-09-03 06:18:00,56292.59,INR,UPI,Transfer,Electronics,Desktop,Windows,Firefox,UK,-54.290453,-10.825146,256.77,227,6,Wednesday,No,Yes,0,4,37047.38,-59.06,0.66,High,0.12,0
T00000202,C000386,M00057,2025-12-07 14:23:00,68292.8,INR,Debit Card,Refund,Healthcare,Desktop,macOS,Edge,USA,-59.397866,82.696986,142.54,522,14,Sunday,Yes,No,2,18,11084.44,145.33,0.43,Medium,0.15,0
T00000203,C000035,M00155,2025-01-04 16:55:00,1047.55,INR,Wallet,Refund,Healthcare,POS,Android,Firefox,USA,85.709278,88.518498,206.68,316,16,Saturday,Yes,No,4,28,28765.48,78.9,0.66,High,0.23,0
T00000204,C000287,M00024,2025-09-18 06:05:00,48439.54,INR,Wallet,Purchase,Entertainment,POS,Android,Edge,Germany,-72.589052,-30.659888,457.65,379,6,Thursday,No,Yes,0,9,17828.44,32.89,0.25,Medium,0.25,0
T00000205,C000308,M00066,2025-11-01 17:14:00,91417.52,INR,Debit Card,Transfer,Grocery,POS,macOS,Chrome,UK,-66.46177,159.61852,15.0,344,17,Saturday,Yes,No,3,11,45960.35,-59.79,0.19,High,0.23,0
T00000206,C000608,M00136,2025-08-09 14:18:00,92237.08,INR,Debit Card,Refund,Electronics,Mobile,Windows,Safari,India,19.121432,-34.820393,159.46,224,14,Saturday,Yes,Yes,3,5,37471.87,-66.72,0.24,High,0.18,0
T00000207,C000400,M00072,2026-02-20 12:48:00,39334.19,INR,Debit Card,Refund,Grocery,Desktop,iOS,Safari,UK,5.110147,34.151267,88.4,119,12,Friday,No,Yes,0,21,18105.63,-72.6,0.24,Medium,0.33,0
T00000208,C000215,M00085,2025-02-16 05:42:00,86779.46,INR,Wallet,Transfer,Electronics,Desktop,macOS,Chrome,UK,15.732986,-158.904637,238.47,270,5,Sunday,Yes,No,2,14,21800.47,130.22,0.12,High,0.82,1
T00000209,C000119,M00087,2025-03-01 15:37:00,4437.53,INR,Debit Card,Transfer,Food,POS,macOS,Safari,UK,9.224845,-32.840882,251.35,76,15,Saturday,Yes,Yes,0,25,41513.12,-51.8,0.52,Low,0.07,0
T00000210,C000557,M00107,2025-06-06 10:54:00,71467.73,INR,Wallet,Purchase,Retail,Mobile,Windows,Safari,India,47.955621,-170.671647,293.06,498,10,Friday,No,Yes,4,0,5743.44,121.47,0.03,Low,0.05,0
T00000211,C000097,M00139,2025-08-03 07:19:00,9273.33,INR,UPI,Transfer,Retail,Desktop,Android,Safari,Canada,12.276784,28.223421,94.85,415,7,Sunday,Yes,No,0,28,18133.96,-52.21,0.09,High,0.34,0
T00000212,C000422,M00137,2026-03-08 21:26:00,43807.84,INR,Wallet,Transfer,Travel,Mobile,macOS,Chrome,Canada,-87.935736,-67.972008,473.96,213,21,Sunday,Yes,Yes,4,29,35911.73,99.73,0.94,Medium,0.37,0
T00000213,C000104,M00154,2025-01-13 13:51:00,42262.22,INR,Debit Card,Transfer,Grocery,Mobile,iOS,Chrome,USA,-39.699264,-52.914823,480.86,48,13,Monday,No,No,0,21,3082.03,148.17,0.21,High,0.36,0
T00000214,C000372,M00134,2025-02-23 04:29:00,55571.58,INR,Wallet,Purchase,Healthcare,Desktop,Windows,Chrome,Germany,-18.103225,-155.41442,459.07,190,4,Sunday,Yes,No,5,4,36180.33,69.42,0.92,Medium,0.19,0
T00000215,C000076,M00110,2026-03-08 00:21:00,31806.91,INR,Credit Card,Purchase,Retail,Mobile,macOS,Chrome,India,7.567634,143.718263,333.61,139,0,Sunday,Yes,Yes,5,19,42265.94,133.02,0.2,Low,0.15,0
T00000216,C000521,M00197,2025-08-25 07:51:00,49537.18,INR,Debit Card,Purchase,Travel,Mobile,iOS,Chrome,UK,56.878941,-57.296291,215.24,522,7,Monday,No,Yes,0,28,29342.48,8.99,0.11,Medium,0.35,0
T00000217,C000032,M00089,2026-02-03 17:31:00,16336.1,INR,Credit Card,Purchase,Entertainment,Mobile,iOS,Firefox,India,3.396017,-34.218644,137.04,110,17,Tuesday,No,Yes,2,8,37483.99,105.67,0.84,High,0.12,0
T00000218,C000105,M00066,2025-02-24 21:18:00,3823.72,INR,Debit Card,Refund,Travel,POS,Windows,Safari,UK,11.887042,-53.137109,410.11,16,21,Monday,No,No,4,1,20991.56,-49.71,0.94,Medium,0.2,0
T00000219,C000226,M00176,2025-09-05 22:19:00,61827.58,INR,UPI,Transfer,Healthcare,Mobile,macOS,Safari,USA,19.509948,-81.295341,152.52,21,22,Friday,No,No,4,11,22987.89,117.66,0.65,Medium,0.24,0
T00000220,C000780,M00161,2025-05-11 10:43:00,53370.07,INR,Wallet,Refund,Entertainment,Desktop,Android,Safari,USA,-81.918678,-39.331398,428.34,297,10,Sunday,Yes,No,1,16,49030.3,12.2,0.47,Medium,0.08,0
T00000221,C000929,M00004,2025-10-01 07:16:00,13483.72,INR,Wallet,Purchase,Food,Desktop,macOS,Chrome,India,46.539894,-40.699356,384.36,558,7,Wednesday,No,No,3,0,38515.69,-9.06,0.52,Medium,0.13,0
T00000222,C000647,M00173,2025-10-19 06:52:00,41312.3,INR,Credit Card,Purchase,Travel,Desktop,macOS,Edge,Germany,44.282074,115.747218,147.68,166,6,Sunday,Yes,Yes,2,26,46770.46,138.92,0.21,High,0.24,0
T00000223,C000985,M00052,2025-04-18 10:03:00,34026.88,INR,UPI,Transfer,Travel,Mobile,Android,Safari,Canada,60.783429,-68.796071,195.24,69,10,Friday,No,No,1,3,18417.29,115.32,0.34,Low,0.11,0
T00000224,C000919,M00059,2025-01-07 00:15:00,33052.49,INR,Credit Card,Purchase,Healthcare,Mobile,Windows,Safari,Germany,-87.001511,40.54304,414.66,240,0,Tuesday,No,No,5,4,12488.92,-50.82,0.72,Low,0.36,0
T00000225,C000944,M00149,2025-01-05 19:50:00,27094.04,INR,UPI,Transfer,Grocery,POS,Android,Safari,India,-39.413266,-168.851211,451.67,502,19,Sunday,Yes,Yes,2,22,45393.22,117.37,0.68,High,0.35,0
T00000226,C000781,M00140,2025-12-06 00:32:00,15121.53,INR,UPI,Purchase,Entertainment,Mobile,Android,Chrome,Germany,77.500817,-126.981924,46.36,508,0,Saturday,Yes,Yes,4,3,32830.61,140.83,0.8,High,0.19,0
T00000227,C000997,M00105,2025-10-06 19:04:00,34386.93,INR,Wallet,Transfer,Entertainment,POS,macOS,Edge,UK,-24.90806,-9.550302,486.2,360,19,Monday,No,Yes,3,6,38478.61,-10.88,0.52,High,0.12,0
